id_cliente,nome_cliente,cpf,cidade,estado,canal_preferencial,data_cadastro
304,Isabela Souza Rodrigues,189.291.541-67,Salvador,BA,Indicação,2023-07-31
305,Carla Ribeiro Fernandes,195.711.712-51,São Paulo,SP,Indicação,2023-01-26
306,Patricia Martins Oliveira,842.672.348-83,Porto Alegre,RS,Loja Física,2025-02-18
307,Eduarda Lima Gomes,374.604.249-18,Belo Horizonte,MG,Loja Física,2025-06-09
308,Patricia Gomes Lopes,901.178.469-42,Porto Alegre,RS,Loja Física,2025-10-12
309,Camila Alves Almeida,209.238.411-10,Campinas,SP,Indicação,2024-11-11
310,Natan Costa Almeida,442.540.935-93,Campinas,SP,Loja Física,2024-09-07
311,Camila Nascimento Alves,590.421.281-60,Salvador,BA,Redes Sociais,2024-08-19
312,Gabriel Pereira Costa,485.387.936-60,Brasília,DF,Redes Sociais,2023-08-22
313,Gabriela Vieira Fernandes,284.798.886-80,Campinas,SP,E-commerce,2025-08-03
314,Rafael Gomes Nascimento,170.938.968-62,Curitiba,PR,Indicação,2023-10-13
315,Henrique Lima Dias,257.832.533-58,Porto Alegre,RS,E-commerce,2025-07-08
316,Sofia Vieira Martins,647.618.990-98,Campinas,SP,Indicação,2023-03-17
317,Mateus Fernandes Barbosa,753.187.211-41,Salvador,BA,Redes Sociais,2023-12-07
318,Bruno Vieira Rocha,793.762.509-52,Campinas,SP,Indicação,2023-08-05
319,Diego Lima Pereira,622.864.631-81,São Paulo,SP,Loja Física,2025-07-01
320,Natan Almeida Dias,702.807.612-29,Salvador,BA,Redes Sociais,2023-02-20
321,Diego Gomes Carvalho,187.218.951-28,Brasília,DF,Redes Sociais,2024-09-30
322,Rafael Alves Soares,594.456.587-22,Salvador,BA,Indicação,2025-07-15
323,Carla Gomes Santos,929.827.217-12,Salvador,BA,Redes Sociais,2023-08-12
324,Aline Pereira Soares,278.665.263-52,Belo Horizonte,MG,Indicação,2025-08-04
325,Natan Rocha Ferreira,290.755.773-65,Curitiba,PR,Indicação,2023-03-01
326,Gabriela Almeida Vieira,539.498.104-37,Campinas,SP,Loja Física,2024-07-24
327,Gabriel Souza Fernandes,291.474.433-35,Rio de Janeiro,RJ,Indicação,2023-08-22
328,Juliana Lopes Soares,754.420.711-59,Porto Alegre,RS,Indicação,2023-08-22
329,Mariana Almeida Barbosa,276.933.789-48,Salvador,BA,E-commerce,2023-10-02
330,Diego Pereira Gomes,219.287.482-98,Salvador,BA,Loja Física,2025-11-12
331,Patricia Barbosa Rodrigues,688.492.533-33,Recife,PE,Indicação,2023-12-21
332,Felipe Lopes Gomes,243.291.422-67,Goiânia,GO,E-commerce,2025-01-05
333,Sofia Rodrigues Alves,934.493.675-74,São Paulo,SP,Indicação,2025-04-17
334,Patricia Nascimento Almeida,600.271.184-82,Brasília,DF,E-commerce,2024-03-27
335,Bruno Lima Pereira,650.395.272-68,Porto Alegre,RS,Indicação,2025-11-12
336,Gabriel Souza Lima,893.656.943-56,Rio de Janeiro,RJ,E-commerce,2025-06-22
337,Gabriela Carvalho Souza,853.949.769-41,Goiânia,GO,Redes Sociais,2023-03-08
338,Isabela Ribeiro Oliveira,549.986.220-40,Brasília,DF,Loja Física,2024-12-19
339,Rodrigo Carvalho Ferreira,730.242.903-36,Campinas,SP,Loja Física,2023-05-02
340,Mariana Fernandes Lima,711.651.272-51,Campinas,SP,Redes Sociais,2024-08-15
341,Isabela Soares Dias,934.197.238-62,Campinas,SP,E-commerce,2024-07-21
342,Mateus Rodrigues Pereira,249.828.429-41,Belo Horizonte,MG,Indicação,2025-09-29
343,Gabriel Rocha Lima,742.524.484-67,Belo Horizonte,MG,E-commerce,2023-07-10
344,Thiago Andrade Lima,811.998.477-68,Recife,PE,Indicação,2024-11-01
345,Ana Andrade Oliveira,848.569.750-95,Campinas,SP,Redes Sociais,2023-05-10
346,Natan Alves Carvalho,944.316.606-44,Goiânia,GO,Redes Sociais,2024-08-03
347,Vanessa Vieira Rodrigues,679.972.596-53,Salvador,BA,E-commerce,2023-04-05
348,Rodrigo Almeida Silva,227.978.261-66,Rio de Janeiro,RJ,Indicação,2023-01-02
349,Gabriela Nascimento Rodrigues,765.409.262-45,Recife,PE,E-commerce,2025-01-08
350,Carla Ribeiro Dias,764.269.153-60,Porto Alegre,RS,Redes Sociais,2024-04-24
351,Rodrigo Oliveira Nascimento,197.101.318-71,Recife,PE,E-commerce,2023-09-29
352,Henrique Soares Dias,555.109.108-99,Campinas,SP,Redes Sociais,2023-09-04
353,Mateus Rodrigues Lopes,172.334.492-21,Recife,PE,E-commerce,2023-07-31
354,Mariana Gomes Rodrigues,491.892.932-27,Salvador,BA,Loja Física,2023-05-21
355,Gabriel Silva Barbosa,765.268.550-54,Goiânia,GO,Loja Física,2023-11-07
356,Camila Dias Almeida,980.322.188-22,Recife,PE,Loja Física,2023-09-10
357,Aline Martins Ribeiro,539.422.910-27,Campinas,SP,Loja Física,2024-07-21
358,Henrique Fernandes Barbosa,714.838.722-46,Rio de Janeiro,RJ,E-commerce,2024-09-09
359,Thiago Barbosa Soares,293.865.501-47,Curitiba,PR,E-commerce,2024-05-05
360,Natan Souza Pereira,611.753.708-19,Brasília,DF,E-commerce,2025-01-09
361,Eduarda Martins Vieira,530.474.659-97,Salvador,BA,Loja Física,2025-08-22
362,Ana Vieira Oliveira,114.368.320-15,Rio de Janeiro,RJ,E-commerce,2025-03-26
363,João Rocha Nascimento,613.885.525-64,Goiânia,GO,Indicação,2023-06-18
364,Vanessa Barbosa Rodrigues,384.185.417-20,Goiânia,GO,Loja Física,2023-11-15
365,Lucas Martins Vieira,749.881.954-93,Goiânia,GO,E-commerce,2024-09-27
366,Aline Pereira Santos,350.188.544-24,Recife,PE,Indicação,2023-04-23
367,Juliana Andrade Dias,858.279.222-11,Porto Alegre,RS,Loja Física,2023-01-24
368,Sofia Ribeiro Soares,629.901.942-43,Belo Horizonte,MG,Loja Física,2025-01-31
369,Aline Lima Andrade,220.889.130-52,Belo Horizonte,MG,Indicação,2024-07-11
370,Carla Lima Nascimento,690.742.178-73,Goiânia,GO,Indicação,2025-11-12
371,Bruno Lopes Vieira,270.476.261-42,Salvador,BA,E-commerce,2023-08-25
372,Aline Soares Silva,145.979.983-11,Curitiba,PR,Loja Física,2023-04-05
373,Mariana Martins Rodrigues,283.978.136-80,Brasília,DF,Indicação,2024-04-04
374,Henrique Carvalho Andrade,427.377.945-19,Salvador,BA,Redes Sociais,2023-09-02
375,Juliana Santos Ferreira,328.923.628-15,Goiânia,GO,Indicação,2023-05-22
376,João Gomes Costa,188.666.567-11,Brasília,DF,Redes Sociais,2024-02-15
377,Gabriel Gomes Andrade,737.348.575-57,Porto Alegre,RS,Indicação,2024-02-05
378,Henrique Rodrigues Silva,519.124.338-79,Goiânia,GO,Redes Sociais,2023-01-20
379,Ana Dias Martins,969.855.844-49,Salvador,BA,E-commerce,2024-02-25
380,Henrique Carvalho Lopes,161.245.828-45,Goiânia,GO,E-commerce,2023-03-31
381,Thiago Carvalho Nascimento,481.569.865-20,Curitiba,PR,E-commerce,2025-11-01
382,Rodrigo Martins Oliveira,706.681.163-65,Belo Horizonte,MG,Loja Física,2024-04-29
383,Isabela Costa Martins,817.951.853-51,Porto Alegre,RS,Redes Sociais,2025-07-16
384,Henrique Oliveira Alves,239.898.888-84,Porto Alegre,RS,E-commerce,2023-11-15
385,Felipe Almeida Almeida,421.516.223-78,Rio de Janeiro,RJ,Redes Sociais,2024-03-01
386,João Almeida Lima,972.222.192-30,Brasília,DF,Redes Sociais,2023-03-24
387,Lucas Rodrigues Oliveira,828.354.464-60,Curitiba,PR,E-commerce,2024-09-04
388,Felipe Silva Martins,975.563.669-80,Porto Alegre,RS,Loja Física,2023-07-13
389,Diego Rodrigues Souza,112.163.950-38,Brasília,DF,Loja Física,2024-02-10
390,Mariana Dias Rocha,760.186.696-85,Recife,PE,Redes Sociais,2023-06-03
391,Carla Alves Rocha,554.928.231-21,São Paulo,SP,Redes Sociais,2023-09-08
392,Rafael Santos Ferreira,687.543.941-60,São Paulo,SP,Indicação,2023-03-02
393,Juliana Carvalho Ferreira,462.319.291-45,Recife,PE,Redes Sociais,2025-07-02
394,Bruno Barbosa Barbosa,731.351.762-47,Belo Horizonte,MG,Indicação,2025-04-23
395,Sofia Santos Oliveira,386.492.240-63,Goiânia,GO,Loja Física,2025-12-12
396,Rodrigo Fernandes Silva,491.900.830-55,Curitiba,PR,Indicação,2025-09-19
397,Gabriel Soares Costa,497.376.284-13,Salvador,BA,Redes Sociais,2024-03-24
398,Isabela Santos Lopes,642.466.885-84,São Paulo,SP,Loja Física,2023-11-23
399,Henrique Dias Pereira,372.646.935-17,Rio de Janeiro,RJ,Loja Física,2025-03-06
400,Felipe Ferreira Pereira,706.425.925-99,Salvador,BA,Redes Sociais,2023-02-27
401,Gabriel Vieira Rodrigues,676.292.956-73,Salvador,BA,Redes Sociais,2023-12-26
402,Bruno Oliveira Santos,338.716.324-12,Brasília,DF,Indicação,2023-01-02
403,Camila Alves Rodrigues,448.834.281-51,Salvador,BA,E-commerce,2023-02-14
404,Gabriel Nascimento Rodrigues,892.213.966-77,Belo Horizonte,MG,Redes Sociais,2023-05-29
405,Mateus Dias Martins,700.203.444-48,Salvador,BA,Redes Sociais,2023-10-07
406,Aline Carvalho Rocha,598.764.424-32,Belo Horizonte,MG,Redes Sociais,2024-04-02
407,Felipe Martins Gomes,851.805.401-26,Campinas,SP,Loja Física,2023-01-04
408,Natan Vieira Santos,286.716.425-88,Campinas,SP,Loja Física,2023-08-02
409,Eduarda Costa Andrade,179.343.455-50,Brasília,DF,Loja Física,2023-07-01
410,Rafael Silva Lima,314.355.809-18,Salvador,BA,Redes Sociais,2024-06-09
411,Aline Silva Santos,495.548.850-63,Rio de Janeiro,RJ,Loja Física,2025-04-27
412,Natan Ribeiro Fernandes,484.203.948-71,Brasília,DF,Loja Física,2023-11-30
413,Carla Santos Gomes,120.426.367-23,Brasília,DF,E-commerce,2024-12-01
414,Natan Ferreira Andrade,176.660.195-53,Belo Horizonte,MG,Indicação,2023-03-05
415,Rodrigo Ferreira Barbosa,544.260.154-22,Recife,PE,Redes Sociais,2024-02-25
416,Patricia Nascimento Fernandes,839.847.653-43,Curitiba,PR,Redes Sociais,2024-09-01
417,Diego Santos Martins,685.662.960-72,Curitiba,PR,Loja Física,2023-04-22
418,Ana Carvalho Oliveira,401.943.777-90,Salvador,BA,Indicação,2024-02-13
419,Ana Alves Ferreira,753.398.183-70,Rio de Janeiro,RJ,E-commerce,2024-09-23
420,Sofia Lopes Dias,371.193.757-79,Recife,PE,Indicação,2024-01-14
421,Natan Ribeiro Ferreira,556.145.369-66,Salvador,BA,Indicação,2024-06-23
422,Isabela Vieira Santos,254.870.813-95,Curitiba,PR,E-commerce,2023-06-25
423,Vanessa Carvalho Vieira,332.666.162-59,Salvador,BA,Indicação,2025-08-30
424,Henrique Lopes Gomes,180.504.974-14,Campinas,SP,Loja Física,2023-09-04
425,Felipe Ferreira Alves,927.297.229-15,Brasília,DF,Indicação,2023-06-10
426,Gabriela Rocha Rodrigues,954.709.364-50,Recife,PE,E-commerce,2023-06-28
427,Vanessa Martins Fernandes,433.977.382-76,Recife,PE,Indicação,2023-01-26
428,Gabriel Soares Carvalho,215.524.253-28,Campinas,SP,E-commerce,2023-08-05
429,Diego Gomes Fernandes,452.998.520-43,Campinas,SP,Indicação,2025-09-21
430,Camila Lopes Santos,276.382.512-28,Campinas,SP,Indicação,2023-03-21
431,Lucas Nascimento Pereira,150.863.586-44,Recife,PE,Redes Sociais,2023-02-11
432,João Gomes Lima,963.603.978-99,Salvador,BA,E-commerce,2024-04-11
433,João Andrade Almeida,892.945.428-44,Belo Horizonte,MG,Indicação,2023-07-02
434,Rafael Alves Carvalho,858.596.877-76,Curitiba,PR,Redes Sociais,2023-04-26
435,Felipe Oliveira Gomes,826.618.513-27,Goiânia,GO,E-commerce,2023-12-22
436,Gabriela Santos Pereira,133.567.151-56,Curitiba,PR,Loja Física,2024-07-15
437,Rafael Soares Martins,750.226.797-13,Salvador,BA,Loja Física,2025-02-01
438,Camila Almeida Ferreira,991.585.700-80,Brasília,DF,Redes Sociais,2024-12-06
439,Isabela Andrade Nascimento,192.391.128-59,Belo Horizonte,MG,E-commerce,2023-11-30
440,Gabriela Pereira Rocha,330.793.311-44,Campinas,SP,Indicação,2025-11-17
441,Juliana Silva Lopes,235.762.277-86,São Paulo,SP,E-commerce,2024-04-03
442,Camila Gomes Nascimento,826.758.381-64,Porto Alegre,RS,Indicação,2024-12-15
443,Isabela Alves Almeida,409.793.633-89,Brasília,DF,Indicação,2023-07-29
444,Thiago Dias Ribeiro,674.762.708-87,São Paulo,SP,Redes Sociais,2024-09-03
445,Sofia Oliveira Costa,383.755.432-45,Rio de Janeiro,RJ,Redes Sociais,2024-09-03
446,Eduarda Soares Pereira,158.924.977-86,Curitiba,PR,Indicação,2024-10-16
447,Aline Silva Rocha,609.402.365-63,Belo Horizonte,MG,Indicação,2025-03-06
448,Gabriel Nascimento Vieira,935.294.451-38,São Paulo,SP,Indicação,2025-01-04
449,João Ferreira Dias,997.671.285-47,Goiânia,GO,E-commerce,2025-08-22
450,Aline Lima Andrade,927.672.881-33,Belo Horizonte,MG,Redes Sociais,2023-07-02
451,Mariana Pereira Andrade,992.414.530-52,Curitiba,PR,Redes Sociais,2024-06-17
452,João Almeida Souza,581.154.987-91,Campinas,SP,E-commerce,2025-08-25
453,Thiago Souza Dias,490.642.405-62,Curitiba,PR,E-commerce,2023-11-05
454,Gabriela Costa Carvalho,683.568.246-50,Belo Horizonte,MG,Loja Física,2023-06-15
455,Lucas Rocha Ferreira,420.749.159-10,Brasília,DF,Indicação,2024-07-14
456,Felipe Vieira Ferreira,601.904.881-21,Curitiba,PR,Loja Física,2025-06-07
457,Natan Carvalho Lopes,492.104.138-78,Recife,PE,Loja Física,2025-02-03
458,Lucas Soares Alves,118.792.104-90,São Paulo,SP,Loja Física,2024-04-08
459,João Rodrigues Souza,492.615.702-49,Salvador,BA,Loja Física,2023-05-14
460,João Gomes Almeida,845.632.710-77,São Paulo,SP,Redes Sociais,2025-06-07
461,Lucas Lopes Ribeiro,868.292.268-61,Belo Horizonte,MG,E-commerce,2024-04-12
462,Aline Rodrigues Alves,851.122.703-74,Curitiba,PR,Loja Física,2023-09-10
463,Mateus Rocha Santos,484.997.755-42,Salvador,BA,E-commerce,2023-04-09
464,Rodrigo Silva Santos,806.218.526-66,Rio de Janeiro,RJ,Indicação,2023-09-11
465,Isabela Lopes Nascimento,256.310.811-97,Goiânia,GO,E-commerce,2024-09-08
466,Juliana Souza Dias,632.376.737-87,Recife,PE,Loja Física,2025-05-07
467,Thiago Andrade Barbosa,220.389.216-23,Rio de Janeiro,RJ,Indicação,2024-02-11
468,Gabriela Lima Soares,306.466.820-62,Campinas,SP,Redes Sociais,2023-11-25
469,Vanessa Lopes Alves,804.592.438-40,São Paulo,SP,E-commerce,2023-01-27
470,Diego Vieira Dias,605.252.192-75,Rio de Janeiro,RJ,E-commerce,2023-07-27
471,Rodrigo Pereira Almeida,403.370.575-16,Porto Alegre,RS,E-commerce,2023-12-24
472,João Ribeiro Dias,420.536.856-24,São Paulo,SP,E-commerce,2023-04-04
473,Eduarda Dias Rocha,274.436.466-66,São Paulo,SP,Redes Sociais,2023-07-10
474,Lucas Ferreira Souza,510.509.567-44,Salvador,BA,Indicação,2025-09-06
475,Rodrigo Ferreira Souza,235.812.843-17,Recife,PE,Loja Física,2023-08-01
476,Gabriel Lopes Vieira,794.548.285-88,Recife,PE,Indicação,2025-01-04
477,Ana Dias Andrade,233.594.599-24,Campinas,SP,Indicação,2025-06-21
478,Carla Lima Rocha,421.112.821-96,São Paulo,SP,Loja Física,2024-11-23
479,Thiago Nascimento Nascimento,733.197.543-94,Goiânia,GO,Loja Física,2025-09-13
480,Juliana Dias Rocha,494.252.959-81,Salvador,BA,E-commerce,2023-01-24
481,Thiago Lopes Lopes,990.269.176-72,Belo Horizonte,MG,Redes Sociais,2024-05-08
482,Isabela Santos Soares,328.663.758-58,Salvador,BA,Indicação,2024-04-26
483,Rafael Almeida Vieira,558.190.977-73,Rio de Janeiro,RJ,Indicação,2024-10-09
484,Sofia Andrade Rocha,118.205.513-62,Rio de Janeiro,RJ,E-commerce,2023-01-01
485,Camila Barbosa Rocha,411.620.675-36,Rio de Janeiro,RJ,Indicação,2024-11-29
486,Bruno Pereira Almeida,439.673.885-89,Salvador,BA,Indicação,2025-01-14
487,Diego Souza Dias,327.102.449-55,Brasília,DF,Redes Sociais,2025-12-05
488,Mateus Souza Santos,268.604.243-62,Salvador,BA,E-commerce,2024-06-04
489,Gabriela Alves Souza,972.502.320-68,Campinas,SP,Loja Física,2024-11-23
490,Patricia Santos Rocha,957.788.702-25,Rio de Janeiro,RJ,Indicação,2025-07-25
491,Thiago Rodrigues Lopes,104.643.853-16,Campinas,SP,Indicação,2025-09-16
492,Felipe Nascimento Vieira,277.848.934-26,Goiânia,GO,E-commerce,2025-03-04
493,Camila Costa Soares,493.528.723-98,Campinas,SP,Loja Física,2024-07-14
494,Lucas Gomes Almeida,924.236.241-62,Recife,PE,Redes Sociais,2024-10-04
495,Rodrigo Alves Alves,314.739.831-47,Goiânia,GO,Redes Sociais,2023-09-29
496,Thiago Fernandes Nascimento,752.430.827-24,Belo Horizonte,MG,Redes Sociais,2025-09-10
497,Gabriel Dias Nascimento,527.790.865-78,Campinas,SP,Redes Sociais,2025-05-15
498,Thiago Souza Silva,490.248.154-95,São Paulo,SP,E-commerce,2024-02-14
499,Felipe Gomes Dias,356.249.959-17,Porto Alegre,RS,Redes Sociais,2024-02-22
500,Bruno Ribeiro Almeida,204.730.988-96,Goiânia,GO,Loja Física,2025-03-07
501,Thiago Nascimento Gomes,809.780.148-58,Curitiba,PR,Indicação,2025-05-03
502,Vanessa Santos Silva,861.357.307-89,Salvador,BA,Indicação,2024-04-06
503,Gabriel Fernandes Andrade,717.301.894-34,Salvador,BA,Redes Sociais,2025-07-08
504,Juliana Oliveira Ferreira,277.852.626-25,Belo Horizonte,MG,Indicação,2023-03-25
505,Isabela Fernandes Lima,233.264.698-42,Recife,PE,E-commerce,2024-11-07
506,Mateus Rodrigues Santos,257.430.711-16,Brasília,DF,Redes Sociais,2025-10-01
507,Vanessa Ribeiro Oliveira,902.824.425-77,Campinas,SP,Loja Física,2024-01-12
508,Carla Soares Ferreira,525.656.649-61,Goiânia,GO,E-commerce,2024-12-16
509,Gabriela Dias Costa,439.469.400-37,Curitiba,PR,Indicação,2023-01-19
510,Juliana Ribeiro Almeida,346.757.728-89,Rio de Janeiro,RJ,Loja Física,2023-03-23
511,Natan Souza Martins,362.653.841-46,Salvador,BA,E-commerce,2025-11-24
512,Thiago Soares Almeida,598.144.403-93,Salvador,BA,Loja Física,2024-10-18
513,Carla Souza Ferreira,891.650.646-10,Goiânia,GO,E-commerce,2024-03-07
514,Juliana Carvalho Souza,310.650.948-99,Curitiba,PR,Indicação,2023-05-28
515,Ana Almeida Nascimento,439.138.189-19,Belo Horizonte,MG,E-commerce,2023-12-31
516,Vanessa Oliveira Vieira,941.333.364-62,Porto Alegre,RS,Indicação,2025-07-12
517,Patricia Costa Silva,498.789.221-78,Recife,PE,E-commerce,2023-05-10
518,Bruno Nascimento Oliveira,466.614.208-47,Campinas,SP,Redes Sociais,2023-06-27
519,Rafael Martins Martins,941.776.131-70,Porto Alegre,RS,Loja Física,2025-12-28
520,Eduarda Andrade Martins,915.916.969-79,Curitiba,PR,Redes Sociais,2023-10-23
521,Juliana Andrade Rocha,482.111.666-81,Porto Alegre,RS,Loja Física,2023-09-10
522,Ana Vieira Barbosa,503.650.660-20,São Paulo,SP,Redes Sociais,2024-03-06
523,Gabriela Carvalho Rocha,971.624.245-30,Salvador,BA,Loja Física,2024-03-28
524,Isabela Alves Souza,285.787.918-82,Campinas,SP,E-commerce,2025-08-02
525,Carla Gomes Dias,168.356.200-35,Goiânia,GO,Indicação,2024-11-08
526,Eduarda Dias Rocha,340.202.391-89,Salvador,BA,E-commerce,2024-02-01
527,Sofia Almeida Costa,731.775.413-98,Salvador,BA,Loja Física,2025-01-16
528,Patricia Ferreira Silva,420.352.904-38,Salvador,BA,Indicação,2024-07-20
529,Eduarda Dias Andrade,439.998.591-69,Salvador,BA,Indicação,2025-01-04
530,Sofia Fernandes Souza,279.761.721-20,Porto Alegre,RS,Redes Sociais,2023-10-14
531,Gabriela Lima Andrade,741.178.844-19,Goiânia,GO,E-commerce,2025-11-04
532,Gabriel Vieira Martins,887.704.317-14,São Paulo,SP,Redes Sociais,2025-08-24
533,Mariana Martins Pereira,890.703.850-47,Belo Horizonte,MG,Loja Física,2025-08-09
534,Thiago Oliveira Martins,472.614.110-94,Goiânia,GO,Loja Física,2023-12-06
535,Eduarda Almeida Ferreira,283.679.679-94,Goiânia,GO,Loja Física,2025-09-17
536,Bruno Pereira Lopes,337.164.370-57,Salvador,BA,Loja Física,2023-03-29
537,Thiago Ribeiro Martins,580.565.147-15,Curitiba,PR,Redes Sociais,2023-07-31
538,Rodrigo Lima Andrade,369.692.657-82,Goiânia,GO,Loja Física,2025-02-10
539,Mariana Vieira Rocha,955.179.629-42,Recife,PE,Indicação,2024-04-01
540,Natan Ribeiro Ribeiro,598.911.593-87,Goiânia,GO,E-commerce,2025-10-24
541,Rafael Ferreira Pereira,178.626.758-45,Belo Horizonte,MG,Loja Física,2023-11-04
542,Felipe Ribeiro Barbosa,834.936.221-94,Belo Horizonte,MG,Loja Física,2025-04-29
543,Aline Souza Lopes,791.590.590-36,Salvador,BA,Loja Física,2025-04-21
544,Henrique Santos Rodrigues,687.706.264-27,São Paulo,SP,E-commerce,2023-10-28
545,Felipe Lima Ferreira,629.515.713-82,São Paulo,SP,E-commerce,2024-08-03
546,Gabriela Almeida Barbosa,582.988.593-31,Rio de Janeiro,RJ,Loja Física,2025-04-21
547,Eduarda Vieira Ferreira,738.775.623-43,Campinas,SP,Loja Física,2024-12-02
548,Camila Vieira Oliveira,335.487.494-26,Brasília,DF,E-commerce,2023-02-03
549,Thiago Soares Dias,529.946.253-87,Curitiba,PR,E-commerce,2023-12-30
550,Camila Barbosa Santos,998.902.644-74,Brasília,DF,E-commerce,2023-07-10
551,Juliana Rodrigues Barbosa,652.947.101-96,Brasília,DF,Indicação,2025-12-05
552,Mariana Santos Nascimento,642.539.334-71,Recife,PE,Indicação,2024-12-18
553,Aline Nascimento Vieira,200.535.237-42,Campinas,SP,Indicação,2024-04-21
554,João Barbosa Fernandes,518.363.293-10,Rio de Janeiro,RJ,E-commerce,2025-12-06
555,Thiago Silva Martins,770.310.804-50,Rio de Janeiro,RJ,Indicação,2025-01-11
556,Eduarda Carvalho Rocha,699.359.367-78,Rio de Janeiro,RJ,Indicação,2025-01-18
557,Isabela Dias Martins,873.308.523-80,Campinas,SP,Indicação,2024-01-02
558,Vanessa Fernandes Lopes,359.414.691-54,Salvador,BA,Indicação,2023-10-10
559,Aline Pereira Almeida,901.816.265-22,Rio de Janeiro,RJ,Loja Física,2025-11-07
560,Lucas Fernandes Barbosa,813.800.823-16,Recife,PE,Loja Física,2025-03-07
561,Carla Rodrigues Lopes,714.545.190-18,São Paulo,SP,Redes Sociais,2024-03-30
562,Carla Barbosa Santos,841.493.510-88,Salvador,BA,Redes Sociais,2023-04-28
563,Rodrigo Lopes Almeida,110.306.970-94,Belo Horizonte,MG,Redes Sociais,2024-02-03
564,Camila Soares Soares,815.337.729-31,São Paulo,SP,E-commerce,2025-01-06
565,Rodrigo Silva Ferreira,188.382.898-61,Curitiba,PR,Redes Sociais,2025-03-20
566,Gabriel Alves Soares,115.854.820-18,Recife,PE,E-commerce,2024-08-05
567,Gabriel Ribeiro Ribeiro,935.383.331-87,Goiânia,GO,Loja Física,2025-07-20
568,Gabriel Silva Lima,279.516.618-23,Recife,PE,E-commerce,2025-10-27
569,Lucas Souza Soares,363.997.650-83,Porto Alegre,RS,Redes Sociais,2025-06-25
570,Gabriel Lopes Pereira,875.447.894-68,Recife,PE,Indicação,2023-02-26
571,Diego Lima Oliveira,491.748.907-38,Brasília,DF,Loja Física,2024-10-08
572,Mariana Soares Fernandes,109.817.952-43,Recife,PE,Loja Física,2024-08-11
573,Natan Dias Andrade,940.450.177-80,Rio de Janeiro,RJ,Loja Física,2025-09-02
574,Mariana Alves Vieira,375.287.864-97,Salvador,BA,Loja Física,2025-10-18
575,Henrique Andrade Pereira,993.371.311-39,Curitiba,PR,Loja Física,2024-05-26
576,Mariana Rodrigues Souza,222.180.792-94,Campinas,SP,Indicação,2023-01-14
577,Bruno Lopes Ribeiro,735.422.604-83,Goiânia,GO,Redes Sociais,2025-10-02
578,Thiago Lima Martins,327.868.690-26,Belo Horizonte,MG,E-commerce,2025-12-12
579,Sofia Fernandes Santos,614.455.503-97,Recife,PE,Loja Física,2025-07-25
580,Mateus Soares Almeida,423.805.108-11,Rio de Janeiro,RJ,Loja Física,2025-02-16
581,Diego Costa Ribeiro,727.982.365-33,Campinas,SP,Redes Sociais,2024-04-30
582,Sofia Barbosa Costa,474.288.610-64,Porto Alegre,RS,Loja Física,2025-05-08
583,Mariana Martins Lima,561.284.685-26,Salvador,BA,Loja Física,2023-07-24
584,Henrique Fernandes Carvalho,976.490.300-28,Porto Alegre,RS,Loja Física,2025-08-26
585,Felipe Carvalho Lopes,237.969.745-76,São Paulo,SP,Redes Sociais,2025-09-23
586,Isabela Fernandes Vieira,148.507.201-98,Porto Alegre,RS,Loja Física,2023-05-03
587,Isabela Lopes Rocha,198.560.862-52,Curitiba,PR,Redes Sociais,2025-01-09
588,Vanessa Fernandes Lima,452.120.521-25,Salvador,BA,Redes Sociais,2024-02-12
589,Gabriel Rocha Rocha,651.278.899-46,Campinas,SP,Redes Sociais,2024-10-27
590,Sofia Andrade Almeida,180.490.728-46,Goiânia,GO,Indicação,2023-10-24
591,Rodrigo Costa Carvalho,746.727.685-61,Belo Horizonte,MG,E-commerce,2023-06-12
592,Lucas Pereira Costa,424.768.398-44,Belo Horizonte,MG,Indicação,2024-07-09
593,Mariana Andrade Vieira,633.561.523-31,Brasília,DF,Loja Física,2023-02-17
594,Aline Pereira Dias,357.861.817-20,Belo Horizonte,MG,Loja Física,2023-12-08
595,Diego Souza Oliveira,999.584.661-16,Recife,PE,E-commerce,2025-03-24
596,Carla Souza Lima,732.259.186-93,Goiânia,GO,Indicação,2024-09-25
597,Henrique Andrade Gomes,553.741.229-26,Curitiba,PR,Loja Física,2023-02-28
598,Juliana Ribeiro Costa,984.587.578-79,São Paulo,SP,Redes Sociais,2025-06-30
599,Mateus Fernandes Ferreira,705.711.567-90,Belo Horizonte,MG,Indicação,2025-12-08
600,João Ribeiro Lopes,652.332.924-21,Goiânia,GO,Indicação,2024-09-22
601,Patricia Lima Rodrigues,410.110.100-76,Salvador,BA,Loja Física,2024-12-05
602,Sofia Fernandes Silva,804.603.873-71,Porto Alegre,RS,Redes Sociais,2023-01-19
603,João Barbosa Pereira,915.107.661-57,Recife,PE,Loja Física,2025-04-23
604,Patricia Martins Pereira,267.832.854-92,Goiânia,GO,Indicação,2025-02-13
605,Isabela Oliveira Carvalho,740.345.629-88,Curitiba,PR,Redes Sociais,2024-08-06
606,Isabela Carvalho Alves,973.170.286-27,Goiânia,GO,Redes Sociais,2023-08-15
607,Camila Almeida Lima,817.737.603-34,Brasília,DF,Redes Sociais,2023-02-09
608,Bruno Fernandes Silva,290.204.388-44,Belo Horizonte,MG,Loja Física,2025-06-16
609,Henrique Oliveira Rodrigues,115.605.322-53,São Paulo,SP,Indicação,2024-09-30
